,lon,lat,z1p0,z2p5,sigma,vs30,v22p12,v22p11,v22p4,v22p2,v21p6,v21p1,v20p9,v20p6,v20p5,v20p4
320120b,175.903150929,-37.6653185844,0.035,0.925,0.5,690.974348969529,False,False,False,False,False,False,True,True,True,True
320120c,175.842029312,-38.1228672388,0.055,1.475,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320120d,175.853449656,-38.1318498361,0.055,1.575,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320120e,175.842029312,-38.1408335389,0.065,1.575,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320120f,175.830608968,-38.1318498361,0.065,1.475,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201210,175.86797,-38.2125957501,0.065,2.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201211,175.879404415,-38.2215783456,0.065,1.975,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201212,175.86797,-38.2305620502,0.065,1.975,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201213,175.856535585,-38.2215783456,0.065,2.075,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201214,175.845106815,-38.1946272331,0.065,1.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201215,175.856538408,-38.2036098289,0.065,2.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201216,175.845106815,-38.2125935332,0.065,2.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201217,175.833675223,-38.2036098289,0.055,1.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201218,175.88354,-38.5714157501,0.065,1.975,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201219,175.895031315,-38.5803983384,0.065,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121a,175.88354,-38.5893820502,0.045,2.075,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121b,175.872048685,-38.5803983384,0.055,1.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121c,175.901852285,-37.3310921009,0.045,0.475,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121d,175.913151142,-37.3400747137,0.055,0.625,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121e,175.901852285,-37.3490584009,0.035,0.575,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320121f,175.890553428,-37.3400747137,0.045,0.475,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201220,175.92445,-37.38499315,0.035,0.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201221,175.935756977,-37.3939757618,0.055,0.775,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201222,175.92445,-37.4029594501,0.035,0.825,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201223,175.913143023,-37.3939757618,0.045,0.875,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201226,175.947069377,-37.4209235955,0.075,0.725,0.5,240.0,False,False,False,False,False,False,True,True,True,True
3201227,175.935759689,-37.4119399069,0.065,0.725,0.5,240.0,False,False,False,False,False,False,True,True,True,True
3201229,175.984158212,-37.4657071309,0.045,0.725,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320122c,175.950210199,-37.4387560631,0.065,0.725,0.5,240.0,False,False,False,False,False,False,True,True,True,True
320122d,175.961525297,-37.4477386738,0.085,0.725,0.5,472.749388885179,False,False,False,False,False,False,True,True,True,True
320122f,175.938895101,-37.4477386738,0.065,0.725,0.5,240.0,False,False,False,False,False,False,True,True,True,True
3201230,175.904938922,-37.4746972899,0.035,1.025,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
3201231,175.916259461,-37.4836798999,0.035,0.875,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
3201232,175.904938922,-37.4926635899,0.035,0.825,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
3201233,175.893618383,-37.4836798999,0.055,0.875,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
3201236,175.976033894,-37.5105281981,0.075,0.725,0.5,335.279503497187,False,False,False,False,False,False,True,True,True,True
3201237,175.964710647,-37.5015445077,0.075,0.725,0.5,335.279503497188,False,False,False,False,False,False,True,True,True,True
3201238,175.953381948,-37.5105260351,0.065,0.725,0.5,335.279503497191,False,False,False,False,False,False,True,True,True,True
320123b,175.942055976,-37.5195086444,0.075,0.725,0.5,335.279503497194,False,False,False,False,False,False,True,True,True,True
320123c,175.93073,-37.52850315,0.065,0.725,0.5,335.279503497197,False,False,False,False,False,False,True,True,True,True
320123e,175.93073,-37.5464694501,0.075,0.725,0.5,335.2795034972,False,False,False,False,False,False,True,True,True,True
320123f,175.919401297,-37.537485759,0.085,0.675,0.5,240.00000000001,False,False,False,False,False,False,True,True,True,True
3201240,175.908067134,-37.5464672843,0.065,0.725,0.5,335.279503497407,False,False,False,False,False,False,True,True,True,True
3201241,175.919398567,-37.5554498929,0.075,0.725,0.5,335.27950349736,False,False,False,False,False,False,True,True,True,True
3201242,175.908067134,-37.5644335843,0.075,0.725,0.5,240.000000000059,False,False,False,False,False,False,True,True,True,True
3201243,175.896735701,-37.5554498929,0.065,0.725,0.5,335.279503497569,False,False,False,False,False,False,True,True,True,True
3201244,175.982401343,-37.6360818531,0.045,0.825,0.5,690.974348966218,False,False,False,False,False,False,True,True,True,True
3201245,175.993746433,-37.6450644599,0.075,0.825,0.5,335.279503497197,False,False,False,False,False,False,True,True,True,True
3201246,175.982401343,-37.6540481531,0.065,0.875,0.5,335.279503497199,False,False,False,False,False,False,True,True,True,True
3201247,175.971056253,-37.6450644599,0.055,0.825,0.5,690.974348966253,False,False,False,False,False,False,True,True,True,True
3201248,176.005097013,-37.6540459789,0.035,0.875,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
3201249,176.016444848,-37.6630285854,0.065,0.925,0.5,335.279503497193,False,False,False,False,False,False,True,True,True,True
320124a,176.005097013,-37.672012279,0.055,0.925,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
320124b,175.993749178,-37.6630285854,0.035,0.875,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
320124c,175.982401343,-37.6720144532,0.045,0.925,0.5,690.974348966228,False,False,False,False,False,False,True,True,True,True
320124d,175.993751926,-37.6809970593,0.035,0.975,0.5,690.974348966218,False,False,False,False,False,False,True,True,True,True
320124e,175.982401343,-37.6899807532,0.035,1.025,0.5,690.974348966244,False,False,False,False,False,False,True,True,True,True
320124f,175.97105076,-37.6809970593,0.045,0.975,0.5,690.974348966297,False,False,False,False,False,False,True,True,True,True
3201250,175.959705673,-37.6540459789,0.065,0.825,0.5,335.279503497408,False,False,False,False,False,False,True,True,True,True
3201251,175.971053508,-37.6630285854,0.035,0.875,0.5,690.974348966278,False,False,False,False,False,False,True,True,True,True
3201252,175.959705673,-37.672012279,0.045,0.875,0.5,690.974348966349,False,False,False,False,False,False,True,True,True,True
3201253,175.948357838,-37.6630285854,0.045,0.875,0.5,690.974348966398,False,False,False,False,False,False,True,True,True,True
3201254,175.93701,-37.7079557501,0.055,1.175,0.5,690.974348966499,False,False,False,False,False,False,True,True,True,True
3201255,175.948366087,-37.7169383555,0.055,1.175,0.5,690.974348966441,False,False,False,False,False,False,True,True,True,True
3201256,175.93701,-37.7259220502,0.055,1.325,0.5,690.974348966505,False,False,False,False,False,False,True,True,True,True
3201257,175.925653913,-37.7169383555,0.045,1.275,0.5,690.974348967113,False,False,False,False,False,False,True,True,True,True
3201258,176.024475174,-38.5689315566,0.065,2.375,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201259,176.035966091,-38.5779141449,0.075,2.325,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125a,176.024475174,-38.5868978566,0.065,2.325,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125b,176.012984256,-38.5779141449,0.045,2.475,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125c,176.047462759,-38.5868956083,0.055,2.325,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125d,176.058956552,-38.5958781962,0.055,2.175,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125e,176.047462759,-38.6048619083,0.065,2.225,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320125f,176.035968967,-38.5958781962,0.065,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201260,176.024475174,-38.6048641567,0.065,2.325,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201261,176.035971845,-38.6138467443,0.055,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201262,176.024475174,-38.6228304567,0.075,2.325,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201263,176.012978503,-38.6138467443,0.065,2.375,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201264,176.027761216,-38.6406915335,0.035,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201265,176.039263634,-38.6496741203,0.055,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201266,176.027761216,-38.6586578335,0.065,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201267,176.016258798,-38.6496741203,0.045,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201268,176.050771823,-38.6586555794,0.065,2.175,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201269,176.062277126,-38.6676381659,0.065,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126a,176.050771823,-38.6766218794,0.065,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126b,176.039266519,-38.6676381659,0.065,2.175,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126c,176.004750609,-38.6586555794,0.045,2.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126d,176.016255913,-38.6676381659,0.065,2.175,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126e,176.004750609,-38.6766218794,0.065,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
320126f,175.993245306,-38.6676381659,0.055,2.225,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201270,176.004762168,-38.6945971931,0.045,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201271,176.016273251,-38.7035797788,0.055,2.075,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201272,176.004762168,-38.7125634931,0.045,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201273,175.993251084,-38.7035797788,0.055,2.125,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201274,176.098267093,-40.1835036369,0.055,0.275,0.5,500.000253854173,True,True,False,False,False,False,True,True,True,True
3201275,176.11002698,-40.192486192,0.065,0.275,0.5,335.279718443945,True,True,False,False,False,False,True,True,True,True
3201276,176.098267093,-40.2014699369,0.055,0.275,0.5,500.000067377007,True,True,False,False,False,False,True,True,True,True
3201277,176.086507206,-40.192486192,0.055,0.275,0.5,455.000540735359,True,True,False,False,False,False,True,True,True,True
320127d,176.038944731,-37.6427131568,0.075,0.925,0.5,335.279503497187,False,False,False,False,False,False,True,True,True,True
320127e,176.0276,-37.65169685,0.065,0.925,0.5,690.974348966214,False,False,False,False,False,False,True,True,True,True
3201280,176.0729899,-37.6696544539,0.065,0.975,0.5,335.279503497185,False,False,False,False,False,False,True,True,True,True
3201281,176.084340122,-37.6786370601,0.075,0.975,0.5,335.279503497185,False,False,False,False,False,False,True,True,True,True
3201282,176.0729899,-37.687620754,0.075,0.975,0.5,335.279503497185,False,False,False,False,False,False,True,True,True,True
3201283,176.061639678,-37.6786370601,0.065,1.025,0.5,335.279503497186,False,False,False,False,False,False,True,True,True,True
3201288,176.0276,-37.66966315,0.065,0.975,0.5,335.279503497191,False,False,False,False,False,False,True,True,True,True
3201289,176.038950223,-37.6786457562,0.085,0.975,0.5,240.000000000001,False,False,False,False,False,False,True,True,True,True
320128a,176.0276,-37.6876294501,0.055,0.975,0.5,335.279503497192,False,False,False,False,False,False,True,True,True,True
320128b,176.016249777,-37.6786457562,0.055,0.975,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
320128c,176.0276,-37.7055957501,0.035,1.175,0.5,690.974348966214,False,False,False,False,False,False,True,True,True,True
320128d,176.038955726,-37.7145783556,0.035,1.225,0.5,690.974348966214,False,False,False,False,False,False,True,True,True,True
320128e,176.0276,-37.7235620502,0.045,1.175,0.5,690.974348966215,False,False,False,False,False,False,True,True,True,True
320128f,176.016244274,-37.7145783556,0.055,1.125,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
3201290,176.076283853,-37.7054818313,0.055,0.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201291,176.087639561,-37.7144644367,0.045,0.925,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201292,176.076283853,-37.7234481313,0.055,1.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201293,176.064928145,-37.7144644367,0.035,1.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
3201294,176.099000779,-37.7234459517,0.075,0.875,0.5,240.0,False,False,False,False,False,False,True,True,True,True
3201295,176.110359241,-37.7324285568,0.065,0.825,0.5,240.0,False,False,False,False,False,False,True,True,True,True
